instance,description,status,plan,error
instance-3644.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
c is on a.
d is on c.",ok,"unstack c from e;
stack c on a;
unstack e from d;
put down e;
unstack c from a;
put down c;
unstack a from b;
stack a on e;
pick up b;
stack b on d;
pick up c;
stack c on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-3645.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
d is on b.
e is on c.",ok,"unstack e from b;
put down e;
unstack b from c;
put down b;
unstack c from d;
put down c;
unstack d from a;
stack d on b;
pick up e;
stack e on c;
pick up a;
stack a on e;
unstack d from b;
put down d;
pick up b;
stack b on a;
pick up d;
stack d on b;
",
instance-3646.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on b.
e is on c.",ok,"unstack d from b;
put down d;
unstack b from e;
put down b;
pick up d;
stack d on b;
unstack e from a;
put down e;
unstack a from c;
put down a;
pick up e;
stack e on c;
",
instance-3647.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on e.
c is on d.
d is on b.",ok,"unstack a from c;
put down a;
unstack c from d;
put down c;
unstack d from b;
put down d;
pick up b;
stack b on e;
pick up d;
stack d on b;
pick up c;
stack c on d;
",
instance-3648.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
c is on a.",ok,"unstack e from c;
put down e;
unstack c from d;
put down c;
unstack d from a;
put down d;
unstack a from b;
stack a on e;
pick up b;
stack b on d;
pick up c;
stack c on a;
",
instance-3649.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on a.
d is on b.
e is on c.",ok,"unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from e;
stack c on a;
unstack e from d;
stack e on c;
pick up d;
stack d on b;
unstack e from c;
put down e;
unstack c from a;
put down c;
pick up a;
stack a on d;
pick up c;
stack c on a;
pick up e;
stack e on c;
",
instance-3650.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
c is on b.
d is on a.
e is on d.",ok,"unstack b from c;
put down b;
pick up c;
stack c on b;
unstack d from e;
put down d;
unstack e from a;
stack e on d;
pick up a;
stack a on c;
unstack e from d;
put down e;
pick up d;
stack d on a;
pick up e;
stack e on d;
",
instance-3651.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on e.
d is on a.",ok,"unstack e from b;
put down e;
unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
stack a on b;
pick up c;
stack c on e;
pick up d;
stack d on a;
",
instance-3652.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack d from b;
put down d;
unstack b from e;
stack b on a;
",
instance-3653.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
d is on c.",ok,"unstack d from a;
put down d;
unstack a from e;
put down a;
unstack e from b;
put down e;
unstack b from c;
stack b on a;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on e;
pick up b;
stack b on a;
",
instance-3654.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
d is on a.",ok,"unstack d from e;
stack d on a;
pick up b;
stack b on d;
",
instance-3655.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on a.
e is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
put down a;
unstack c from e;
put down c;
pick up e;
stack e on b;
pick up d;
stack d on a;
",
instance-3656.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
c is on d.
d is on a.
e is on b.",ok,"unstack a from c;
put down a;
unstack c from e;
put down c;
unstack e from d;
stack e on b;
pick up a;
stack a on e;
pick up d;
stack d on a;
pick up c;
stack c on d;
",
instance-3657.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on a.
c is on e.",ok,"unstack e from b;
put down e;
unstack b from d;
put down b;
unstack d from a;
put down d;
unstack a from c;
put down a;
pick up c;
stack c on e;
pick up a;
stack a on c;
pick up b;
stack b on a;
",
instance-3658.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on e.
d is on a.
e is on d.",ok,"unstack a from e;
put down a;
unstack e from c;
stack e on d;
pick up b;
stack b on e;
pick up a;
stack a on c;
unstack b from e;
put down b;
unstack e from d;
put down e;
pick up d;
stack d on a;
pick up e;
stack e on d;
pick up b;
stack b on e;
",
instance-3659.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on e.
d is on b.
e is on a.",ok,"unstack b from e;
put down b;
unstack d from c;
stack d on b;
unstack e from a;
put down e;
pick up a;
stack a on d;
pick up e;
stack e on a;
pick up c;
stack c on e;
",
instance-3660.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.",ok,"unstack a from b;
put down a;
pick up b;
stack b on a;
",
instance-3661.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on e.
c is on b.
e is on a.",ok,"unstack a from b;
put down a;
unstack b from d;
put down b;
unstack d from c;
put down d;
unstack c from e;
stack c on b;
pick up a;
stack a on d;
pick up e;
stack e on a;
unstack c from b;
put down c;
pick up b;
stack b on e;
pick up c;
stack c on b;
",
instance-3662.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on e.
e is on b.",ok,"unstack c from d;
put down c;
unstack d from a;
put down d;
pick up c;
stack c on d;
unstack a from b;
put down a;
unstack b from e;
stack b on a;
pick up e;
stack e on b;
unstack c from d;
put down c;
pick up d;
stack d on e;
pick up c;
stack c on d;
",
instance-3663.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on d.",ok,"unstack b from c;
put down b;
unstack c from a;
stack c on d;
",
instance-3664.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on e.
c is on b.",ok,"unstack b from a;
put down b;
unstack a from e;
put down a;
unstack e from d;
put down e;
unstack d from c;
put down d;
pick up a;
stack a on c;
pick up b;
stack b on e;
unstack a from c;
put down a;
pick up c;
stack c on b;
pick up a;
stack a on c;
",
instance-3665.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on e.
d is on b.
e is on a.",ok,"unstack a from c;
put down a;
unstack c from d;
stack c on e;
pick up a;
stack a on d;
unstack c from e;
put down c;
unstack e from b;
put down e;
unstack a from d;
put down a;
pick up d;
stack d on b;
pick up a;
stack a on d;
pick up e;
stack e on a;
pick up c;
stack c on e;
",
instance-3666.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
d is on c.
e is on b.",ok,"unstack c from e;
put down c;
unstack e from b;
put down e;
pick up a;
stack a on e;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
unstack a from e;
put down a;
pick up e;
stack e on b;
pick up a;
stack a on e;
",
instance-3667.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on d.
c is on a.
d is on c.",ok,"unstack b from d;
put down b;
unstack d from c;
put down d;
unstack c from e;
stack c on a;
pick up b;
stack b on d;
unstack c from a;
put down c;
pick up a;
stack a on e;
pick up c;
stack c on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-3668.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on e.
c is on a.
d is on c.
e is on d.",ok,"unstack b from e;
put down b;
unstack e from c;
stack e on d;
pick up b;
stack b on e;
pick up c;
stack c on a;
unstack b from e;
put down b;
unstack e from d;
put down e;
pick up d;
stack d on c;
pick up e;
stack e on d;
pick up b;
stack b on e;
",
instance-3669.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on a.
e is on d.",ok,"unstack d from b;
put down d;
unstack b from c;
put down b;
unstack c from a;
put down c;
unstack a from e;
put down a;
pick up e;
stack e on d;
pick up c;
stack c on a;
",
instance-3670.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.
e is on c.",ok,"unstack e from d;
stack e on c;
unstack d from b;
put down d;
pick up a;
stack a on d;
pick up b;
stack b on a;
unstack e from c;
put down e;
pick up c;
stack c on b;
pick up e;
stack e on c;
",
instance-3671.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
d is on a.
e is on d.",ok,"unstack d from c;
put down d;
unstack c from e;
put down c;
unstack e from a;
stack e on d;
unstack a from b;
stack a on c;
unstack e from d;
put down e;
pick up d;
stack d on a;
pick up e;
stack e on d;
",
instance-3672.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
c is on e.
d is on c.
e is on b.",ok,"unstack b from a;
put down b;
pick up a;
stack a on d;
unstack c from e;
put down c;
pick up e;
stack e on b;
pick up c;
stack c on e;
unstack a from d;
put down a;
pick up d;
stack d on c;
pick up a;
stack a on d;
",
instance-3673.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
d is on c.
e is on a.",ok,"unstack d from e;
put down d;
unstack e from a;
put down e;
unstack a from b;
put down a;
unstack b from c;
stack b on d;
pick up e;
stack e on a;
unstack b from d;
put down b;
pick up d;
stack d on c;
pick up b;
stack b on d;
",
instance-3674.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
e is on b.",ok,"pick up b;
stack b on a;
unstack e from c;
stack e on b;
",
instance-3675.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on c.
b is on d.
c is on b.
e is on a.",ok,"unstack a from c;
put down a;
unstack c from d;
put down c;
unstack d from b;
put down d;
unstack b from e;
stack b on d;
pick up e;
stack e on a;
pick up c;
stack c on b;
unstack e from a;
put down e;
pick up a;
stack a on c;
pick up e;
stack e on a;
",
instance-3676.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on a.
c is on d.
d is on e.",ok,"unstack b from a;
put down b;
unstack a from d;
put down a;
pick up b;
stack b on a;
unstack d from e;
put down d;
unstack e from c;
put down e;
pick up d;
stack d on e;
pick up c;
stack c on d;
",
instance-3677.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on e.
e is on c.",ok,"unstack a from d;
put down a;
pick up d;
stack d on e;
",
instance-3678.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.
d is on e.
e is on b.",ok,"unstack d from b;
put down d;
unstack b from a;
put down b;
unstack a from c;
stack a on d;
unstack c from e;
put down c;
pick up b;
stack b on c;
pick up e;
stack e on b;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
",
instance-3679.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on e.
c is on a.
e is on c.",ok,"unstack e from a;
put down e;
unstack a from b;
stack a on d;
unstack b from c;
stack b on e;
pick up c;
stack c on a;
unstack b from e;
put down b;
pick up e;
stack e on c;
pick up b;
stack b on e;
",
instance-3680.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on a.
c is on b.
d is on e.",ok,"unstack a from b;
stack a on d;
unstack b from e;
stack b on a;
unstack e from c;
put down e;
unstack b from a;
put down b;
pick up c;
stack c on b;
unstack a from d;
put down a;
pick up d;
stack d on e;
pick up a;
stack a on d;
unstack c from b;
put down c;
pick up b;
stack b on a;
pick up c;
stack c on b;
",
instance-3681.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
d is on a.",ok,"unstack b from a;
put down b;
unstack d from e;
stack d on a;
",
instance-3682.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on c.
d is on b.
e is on a.",ok,"unstack d from c;
put down d;
unstack c from e;
put down c;
unstack e from b;
put down e;
unstack b from a;
stack b on c;
pick up d;
stack d on b;
pick up e;
stack e on a;
",
instance-3683.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on e.
d is on b.
e is on a.",ok,"unstack d from c;
put down d;
unstack c from a;
put down c;
unstack a from e;
put down a;
unstack e from b;
stack e on a;
pick up c;
stack c on e;
pick up d;
stack d on b;
",
instance-3684.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on d.
b is on c.",ok,"unstack e from b;
put down e;
pick up b;
stack b on c;
",
instance-3685.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on a.
d is on c.
e is on b.",ok,"unstack d from e;
put down d;
unstack e from a;
put down e;
unstack a from c;
put down a;
unstack c from b;
stack c on a;
pick up d;
stack d on c;
pick up e;
stack e on b;
",
instance-3686.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
c is on b.
e is on a.",ok,"unstack d from e;
put down d;
unstack e from c;
stack e on a;
",
instance-3687.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on a.
d is on e.
e is on c.",ok,"unstack d from e;
put down d;
unstack e from a;
put down e;
unstack a from c;
put down a;
unstack c from b;
stack c on a;
pick up d;
stack d on e;
unstack c from a;
put down c;
pick up a;
stack a on b;
pick up c;
stack c on a;
unstack d from e;
put down d;
pick up e;
stack e on c;
pick up d;
stack d on e;
",
instance-3688.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
b is on e.
e is on c.",ok,"unstack b from d;
stack b on e;
pick up a;
stack a on b;
",
instance-3689.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on e.
d is on c.",ok,"unstack e from d;
put down e;
unstack d from b;
put down d;
unstack b from c;
put down b;
unstack c from a;
stack c on e;
pick up a;
stack a on b;
pick up d;
stack d on c;
",
instance-3690.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
b is on c.
d is on a.
e is on d.",ok,"unstack c from d;
put down c;
unstack d from e;
put down d;
unstack e from a;
stack e on d;
unstack a from b;
put down a;
pick up b;
stack b on c;
pick up a;
stack a on b;
unstack e from d;
put down e;
pick up d;
stack d on a;
pick up e;
stack e on d;
",
instance-3691.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on e.
c is on a.
e is on c.",ok,"unstack a from b;
put down a;
unstack b from e;
put down b;
unstack e from d;
put down e;
unstack d from c;
put down d;
pick up c;
stack c on a;
pick up e;
stack e on c;
pick up b;
stack b on e;
",
instance-3692.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on e.
b is on a.
c is on b.
d is on c.",ok,"unstack a from b;
put down a;
unstack b from c;
stack b on a;
unstack c from e;
put down c;
pick up d;
stack d on c;
unstack b from a;
put down b;
pick up a;
stack a on e;
pick up b;
stack b on a;
unstack d from c;
put down d;
pick up c;
stack c on b;
pick up d;
stack d on c;
",
instance-3693.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on d.
c is on e.
d is on a.",ok,"unstack c from a;
put down c;
unstack a from b;
put down a;
unstack b from d;
put down b;
unstack d from e;
stack d on a;
pick up c;
stack c on e;
pick up b;
stack b on d;
",
instance-3694.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
b is on c.
c is on e.
e is on d.",ok,"unstack a from d;
put down a;
unstack d from b;
put down d;
unstack b from e;
put down b;
unstack e from c;
stack e on d;
pick up c;
stack c on e;
pick up b;
stack b on c;
",
instance-3695.pddl,"blocks: a, b, c, d, e.

initial state:
your hand is empty.

goal state:
a is on b.
c is on e.
d is on c.
e is on a.",ok,"unstack e from b;
put down e;
unstack b from d;
put down b;
unstack d from c;
put down d;
unstack c from a;
stack c on e;
pick up a;
stack a on b;
unstack c from e;
put down c;
pick up e;
stack e on a;
pick up c;
stack c on e;
pick up d;
stack d on c;
",
